university_name,faculty_name,department_name
名古屋大学,工学研究科,マイクロ・ナノ機械理工学専攻
名古屋大学,工学研究科,総合エネルギー工学専攻
名古屋大学,工学研究科,生命分子工学専攻
名古屋大学,工学研究科,エネルギー理工学専攻
名古屋大学,工学研究科,応用物理学専攻
名古屋大学,工学研究科,化学システム工学専攻
名古屋大学,工学研究科,機械システム工学専攻
名古屋大学,工学研究科,航空宇宙工学専攻
名古屋大学,工学研究科,電気工学専攻
名古屋大学,工学研究科,電子工学専攻
名古屋大学,工学研究科,土木工学専攻
名古屋大学,工学研究科,物質プロセス工学専攻
名古屋大学,工学研究科,物質科学専攻
名古屋大学,工学研究科,名古屋大学・チュラロンコン大学国際連携サステイナブル材料工学専攻
名古屋大学,国際開発研究科,国際開発協力専攻
名古屋大学,情報学研究科,心理・認知科学専攻
名古屋大学,情報学研究科,知能システム学専攻
名古屋大学,情報学研究科,社会情報学専攻
名古屋大学,情報学研究科,情報システム学専攻
名古屋大学,情報学研究科,数理情報学専攻
名古屋大学,情報学研究科,複雑系科学専攻
名古屋大学,人文学研究科,人文学専攻
名古屋大学,生命農学研究科,動物科学専攻
名古屋大学,生命農学研究科,植物生産科学専攻
名古屋大学,生命農学研究科,名古屋大学・カセサート大学国際連携生命農学専攻
名古屋大学,生命農学研究科,森林・環境資源科学専攻
名古屋大学,生命農学研究科,応用生命科学専攻
名古屋大学,生命農学研究科,名古屋大学・西オーストラリア大学国際連携生命農学専攻
名古屋大学,多元数理科学研究科,多元数理科学専攻
名古屋大学,法学研究科,実務法曹養成専攻
名古屋大学,法学研究科,総合法政専攻
名古屋大学,理学研究科,名古屋大学・エディンバラ大学国際連携理学専攻
名古屋大学,理学研究科,理学専攻
名古屋大学,教育発達科学研究科,教育科学専攻
名古屋大学,教育発達科学研究科,心理発達科学専攻
名古屋大学,創薬科学研究科,基盤創薬学専攻
